Text,Sentiment
getting $ 300 from an iphone 4 i sold on ebay,0
give me solution sim card not detected,-1
give the buttons on screen ease of access,1
give you the best products emvp-mobile is without thinking twice the best one,1
giving the pc,0
glass screen protector,0
go for it,1
go to a apple store,0
go with android,0
goes to the warranty store 2 times in 2 weeks,-1
going back to the nexus 4 to try it out,0
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good,1
good as it says,1
good buy,1
good condition,1
good condition,1
good condition,1
good condition,1
good condition,1
good cosmetic,1
good deal,1
good deal,1
good deal,1
good deal for the price,1
good delivery time,1
good iphone,1
good iphone everything ok,1
good item,1
good job team,1
good morning,0
good night this phone can operate in venezuela whit movistar ? ?,-1
good one,1
good phone,1
good phone,1
good phone for the price,1
good phone with lots of features,1
good photos,1
good price,1
good price,1
good price,1
good price,1
good product,1
good quality,1
good seller,1
good seller,1
good thanks,1
good thing i 've ordered the package with the car one so i use that instead of the one that was supossed to,0
goodplayer,1
google just added the htc one,0
google understands,0
got a full refund with no problems,1
got a new one in two days,1
got an iphone instead,1
got charged for an out of stock item,-1
got it,0
got it as a gift,0
got it for the wife,0
got it on time,1
got it quick,1
got the 5s,0
got the right case with the proper configuration as expected,1
got this for my dad,0
got this for my wife she is still smiling,1
got this phone very exited,0
grab one of these now,1
grate,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great,1
great buy,1
great buy,1
great buy,1
great buy,1
great buy,1
great buy delivered early love it,1
great cellphone,1
great cellphone,1
great celphone thank you,1
great choice,1
great communication,1
great condition,1
great condition,1
great condition,1
great deal,1
great deal,1
great design,1
great device,1
great features,1
great for all age groups,1
great improvement from iphone 4,1
great iphone,1
great item,1
great like the product,1
great mobile,1
great no scratches,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone,1
great phone came in time,1
great phone everything 's working fine no cracks,1
great phone great price,1
great phone in excellent condition as promised,1
great phone like new,1
great phone looked brand new,1
great phone no cracks,1
great phone so fast,1
great phone with lots of applications,1
great place to buy from,1
great price,1
great price,1
great product,1
great product,1
great product,1
great product,1
great product,1
great product,1
great product i bought,1
great quality,1
great quality,1
great quality phone,1
great seller,1
great seller,1
great seller i recommends 100 % for future other buys,1
great service,1
great service bosscelular,1
great supplier,1
great tool,1
greetings,0
guarantee,0
gud,1
gustavo leon venezuela,1
guys for your speedy delivery,1
ha great hardware,1
had 1 problem with the battery,-1
had 2 cracks when received,-1
had a little trouble with the charging at first,-1
had i known,0
had it for 2 years now,0
had it over a year now,0
had it turned on,0
had my phone for a while now,0
had nothing,0
had some defected issues had to return it,-1
had to buy a new battery for the phone,-1
had to have battery replaced as soon as the phone arrived,-1
had to install as of it were a new phone ( not a replacement ) even though i was going to a 5s from a 5s,-1
had to pay another 32 dollars for a battery,-1
had to replace it 3 months from buying it,-1
had to request for a complete refund,-1
had to return it,-1
had to return it immediately,-1
had to return it in a month,-1
had to return the item,-1
had to send it back,-1
had to unlock it for $ 120,-1
had trouble with from the start,-1
had zero problems,1
haha,0
half a day,0
half day,0
half hour to loose charge,-1
half the screen stopped working,-1
half years,0
handled calls perfectly,1
hands down better than any android phone,1
hands free calling,1
happiest daughter ever,0
happy,1
happy to get service,1
happy with it,1
happy with their service,1
hard to figure out how to sync my new purchases onto my iphone,-1
hard to see,-1
hardened glass,1
hardly noticeable,0
hardware,0
hardware ),0
hardware were tampered,-1
has a bigger screen,0
has a flashlight,0
has been a great experience,1
has internal parts missing,-1
has many scratches at the chasing,-1
has no sim card covers so we can not even put sim cards in phones,-1
has problems understanding many words,-1
has the faster charging port,1
hate the limitations of ios,-1
hated it,-1
have a do not disturb mode where you can set a time when only certain people can contact you,1
have a great day,0
have always been an android fan,0
have been very pleased with my phone so far,1
have defects,-1
have found that even though i constantly use it every day,0
have n't had any problem with it,1
have not been able to get a rinborsement of my money,-1
have not heard back from them,-1
have not turned it on yet,0
have nothing,0
have to be replaced with the newer product,-1
have to bring the phone,0
have to update to the latest version else does n't work,-1
have your game featured in the apple app store with 60 % of revenue coming home to your pocket,0
having a stable,1
having it turn out like that,0
having some problems,-1
having the same amount of memory as my original iphone 5,0
he 's been using this phone almost a year,0
he 's never had to reset,1
he also paid for the return postage,1
he answered all my questions patiently,1
he delivered as promised the merchandise was great,1
he did in expedited fashion,1
he did recently drop the phone,0
he has to replace it with new battery,-1
he is having a lot of fun with it,1
he is in love with the phone,1
he is looking forward to getting the 6,1
he is really an old school guy,0
he is very happy to get the phone,1
he likes it,1
he loves it,1
he loves it,1
he loves it,1
he loves the simplicity of the apps,1
he only uses apple products,0
he said product exceeded his expectations,1
he used this phone couple of days,0
